Framenum, Queue Density, Dynamic Density
2720, 0.054545, 0.0423616
2723, 0.0550897, 0.0430513
2726, 0.0556814, 0.0472287
2729, 0.0664031, 0.0574566
2732, 0.0778458, 0.0711839
2735, 0.0845312, 0.0812277
2738, 0.0868471, 0.0790802
2741, 0.0880306, 0.0778732
2744, 0.0845468, 0.0730884
2747, 0.086228, 0.0767956
2750, 0.085311, 0.0824895
2753, 0.0882069, 0.0783004
2756, 0.0887673, 0.0802676
2759, 0.0928546, 0.0834927
2762, 0.0921649, 0.0791233
2765, 0.0941399, 0.0761215
2768, 0.0976825, 0.0757728
2771, 0.0988973, 0.0801892
2774, 0.103835, 0.0814785
2777, 0.106057, 0.0864161
2780, 0.1138, 0.0890064
2783, 0.117476, 0.0910284
2786, 0.116312, 0.0859145
2789, 0.115787, 0.0841236
2792, 0.119623, 0.081937
2795, 0.121485, 0.0753966
2798, 0.123993, 0.0731551
2801, 0.126567, 0.0638285
2804, 0.127916, 0.0559675
2807, 0.128778, 0.0346887
2810, 0.13252, 0.0396851
2813, 0.13337, 0.0198249
2816, 0.137027, 0.0204049
2819, 0.137846, 0.0135314
2822, 0.139977, 0.0168584
2825, 0.143465, 0.0162432
2828, 0.142325, 0.0117797
2831, 0.14149, 0.00581933
2834, 0.142697, 0.00902486
2837, 0.137893, 0.014566
2840, 0.140671, 0.0205695
2843, 0.141674, 0.0232107
2846, 0.140941, 0.0176539
2849, 0.143532, 0.0286969
2852, 0.156985, 0.0442779
2855, 0.164826, 0.0521349
2858, 0.161146, 0.0411585
2861, 0.14716, 0.0301782
2864, 0.144065, 0.0236104
2867, 0.144848, 0.0252367
2870, 0.148375, 0.0324981
2873, 0.150958, 0.0244765
2876, 0.147885, 0.0318398
2879, 0.147372, 0.0345555
2882, 0.150715, 0.0329057
2885, 0.155672, 0.0445051
2888, 0.153454, 0.039352
2891, 0.15816, 0.046488
2894, 0.156977, 0.0451792
2897, 0.156103, 0.0406295
2900, 0.15903, 0.041762
2903, 0.158501, 0.0420128
2906, 0.157616, 0.031154
2909, 0.16135, 0.0438781
2912, 0.155633, 0.0423459
2915, 0.159403, 0.0387759
2918, 0.160457, 0.0471072
2921, 0.160653, 0.0429259
2924, 0.163533, 0.035061
2927, 0.161848, 0.0489568
2930, 0.16376, 0.0597765
2933, 0.169493, 0.0551876
2936, 0.164144, 0.0556814
2939, 0.166503, 0.0508261
2942, 0.178248, 0.0610226
2945, 0.191427, 0.0766075
2948, 0.213658, 0.0746324
2951, 0.228788, 0.0872782
2954, 0.239772, 0.0948453
2957, 0.251642, 0.096597
2960, 0.269707, 0.115595
2963, 0.280746, 0.0821838
2966, 0.290477, 0.0912479
2969, 0.301622, 0.100531
2972, 0.312402, 0.0959856
2975, 0.327426, 0.107295
2978, 0.336706, 0.108071
2981, 0.346276, 0.120658
2984, 0.355485, 0.143786
2987, 0.356703, 0.154873
2990, 0.371744, 0.160829
2993, 0.386121, 0.168768
2996, 0.394739, 0.172346
2999, 0.400652, 0.186657
3002, 0.403748, 0.199162
3005, 0.407526, 0.19868
3008, 0.415238, 0.260604
3011, 0.410559, 0.221738
3014, 0.413219, 0.23032
3017, 0.424458, 0.242088
3020, 0.427832, 0.215382
3023, 0.42864, 0.218082
3026, 0.433166, 0.184177
3029, 0.434698, 0.170873
3032, 0.435309, 0.178409
3035, 0.43471, 0.189918
3038, 0.429968, 0.184737
3041, 0.437257, 0.179298
3044, 0.443911, 0.164101
3047, 0.445855, 0.122061
3050, 0.445294, 0.107652
3053, 0.447689, 0.100198
3056, 0.448715, 0.0964833
3059, 0.459241, 0.101327
3062, 0.458508, 0.113408
3065, 0.470845, 0.125212
3068, 0.481127, 0.133743
3071, 0.487707, 0.145526
3074, 0.4886, 0.143802
3077, 0.485465, 0.143034
3080, 0.481531, 0.123652
3083, 0.47936, 0.109834
3086, 0.481386, 0.114267
3089, 0.488471, 0.11237
3092, 0.493326, 0.102091
3095, 0.500106, 0.094426
3098, 0.502916, 0.107836
3101, 0.506587, 0.107628
3104, 0.50422, 0.106719
3107, 0.502253, 0.113212
3110, 0.504228, 0.120701
3113, 0.498131, 0.116414
3116, 0.497472, 0.109082
3119, 0.496544, 0.0929643
3122, 0.494149, 0.0990619
3125, 0.491653, 0.0872939
3128, 0.489945, 0.0787902
3131, 0.490713, 0.0679666
3134, 0.493565, 0.0558264
3137, 0.48824, 0.0397243
3140, 0.492805, 0.0470014
3143, 0.493307, 0.0444816
3146, 0.494518, 0.0431689
3149, 0.496003, 0.0322356
3152, 0.499067, 0.0320357
3155, 0.501505, 0.0304721
3158, 0.505192, 0.031009
3161, 0.503507, 0.0357468
3164, 0.504808, 0.0330115
3167, 0.505126, 0.0307347
3170, 0.506066, 0.0323179
3173, 0.508559, 0.0383057
3176, 0.510428, 0.0452771
3179, 0.512246, 0.0455201
3182, 0.514817, 0.0552072
3185, 0.51977, 0.0720735
3188, 0.518998, 0.0643849
3191, 0.524923, 0.070796
3194, 0.528282, 0.068719
3197, 0.529528, 0.0591299
3200, 0.530464, 0.0466056
3203, 0.533392, 0.0473423
3206, 0.533823, 0.0399241
3209, 0.535837, 0.032361
3212, 0.530695, 0.0246058
3215, 0.532455, 0.019292
3218, 0.531264, 0.0240885
3221, 0.533611, 0.0166899
3224, 0.536174, 0.0127437
3227, 0.540543, 0.022811
3230, 0.543796, 0.024355
3233, 0.544305, 0.0256207
3236, 0.541774, 0.0147972
3239, 0.54349, 0.00860947
3242, 0.545324, 0.00685388
3245, 0.546539, 0.00828422
3248, 0.547648, 0.00785708
3251, 0.54724, 0.00867609
3254, 0.546841, 0.0118268
3257, 0.546061, 0.0130063
3260, 0.549051, 0.0191039
3263, 0.547001, 0.00927566
3266, 0.549991, 0.0116308
3269, 0.549074, 0.0126419
3272, 0.554855, 0.0158905
3275, 0.556473, 0.0162471
3278, 0.557543, 0.00979293
3281, 0.554764, 0.0172934
3284, 0.555677, 0.011094
3287, 0.544133, 0.0175951
3290, 0.543063, 0.0127986
3293, 0.543416, 0.0189628
3296, 0.546884, 0.0156044
3299, 0.549678, 0.0195271
3302, 0.54909, 0.0194095
3305, 0.550893, 0.0199229
3308, 0.548651, 0.0130298
3311, 0.54438, 0.0135863
3314, 0.544928, 0.0163451
3317, 0.545751, 0.0150401
3320, 0.545544, 0.0217725
3323, 0.544125, 0.0181046
3326, 0.543761, 0.0201972
3329, 0.546578, 0.0233949
3332, 0.548655, 0.0275723
3335, 0.549349, 0.0337678
3338, 0.546915, 0.0275566
3341, 0.548557, 0.0254797
3344, 0.551386, 0.0298961
3347, 0.552068, 0.0283599
3350, 0.553052, 0.0259068
3353, 0.553906, 0.026957
3356, 0.557406, 0.0318241
3359, 0.560999, 0.0285559
3362, 0.5519, 0.0289869
3365, 0.551528, 0.0295865
3368, 0.548808, 0.021557
3371, 0.547926, 0.024982
3374, 0.546774, 0.0193429
3377, 0.545575, 0.0142289
3380, 0.544736, 0.00854286
3383, 0.543812, 0.00583501
3386, 0.538043, 0.00631701
3389, 0.539662, 0.0155025
3392, 0.544082, 0.0197975
3395, 0.543314, 0.0198641
3398, 0.543866, 0.01977
3401, 0.546414, 0.0174423
3404, 0.55217, 0.0206988
3407, 0.555019, 0.0227326
3410, 0.554427, 0.0178028
3413, 0.547911, 0.0128417
3416, 0.547789, 0.00654038
3419, 0.548624, 0.000940498
3422, 0.549329, 0
3425, 0.548828, 0.00309189
3428, 0.54898, 0.00417738
3431, 0.548906, 0.00150872
3434, 0.549427, 0.00122657
3437, 0.549905, 0.000881717
3440, 0.552942, 0.00501599
3443, 0.553463, 0.00822936
3446, 0.554937, 0.00860164
3449, 0.557092, 0.00889946
3452, 0.557919, 0.00660308
3455, 0.559169, 0.00762587
3458, 0.560196, 0.00622688
3461, 0.552915, 0.014566
3464, 0.553851, 0.0153811
3467, 0.552809, 0.00706941
3470, 0.550579, 0.0101809
3473, 0.549427, 0.00636795
3476, 0.544388, 0
3479, 0.544254, 0.000940498
3482, 0.544011, 0.00262556
3485, 0.545559, 0.00366402
3488, 0.543118, 0.000881717
3491, 0.544011, 0.00105022
3494, 0.543228, 0.000348768
3497, 0.544493, 0.00177519
3500, 0.545062, 0.00755925
3503, 0.546214, 0.00744169
3506, 0.545011, 0.00572136
3509, 0.544223, 0.00254718
3512, 0.541735, 0.00311148
3515, 0.543882, 0
3518, 0.544454, 0
3521, 0.544384, 0
3524, 0.544689, 0.000881717
3527, 0.544705, 0.000881717
3530, 0.544932, 0
3533, 0.544779, 0.00105022
3536, 0.537922, 0.0018183
3539, 0.540763, 0
3542, 0.541644, 0.000999279
3545, 0.544905, 0.00914242
3548, 0.550344, 0.0103494
3551, 0.553773, 0.0101456
3554, 0.555215, 0.010659
3557, 0.55594, 0.0115054
3560, 0.555932, 0.0119286
3563, 0.552343, 0.0100908
3566, 0.552053, 0.00719089
3569, 0.553334, 0.0221174
3572, 0.550783, 0
3575, 0.551896, 0.00419697
3578, 0.552864, 0.00597608
3581, 0.555203, 0.00674807
3584, 0.556638, 0.0099536
3587, 0.556928, 0.0106982
3590, 0.558248, 0.0135432
3593, 0.55795, 0.0109372
3596, 0.550638, 0.00789234
3599, 0.550172, 0.00840962
3602, 0.545689, 0.00485924
3605, 0.545814, 0.00355038
3608, 0.547762, 0.00550191
3611, 0.548659, 0.00369537
3614, 0.549792, 0.00164587
3617, 0.550332, 0.00463195
3620, 0.547863, 0.0157298
3623, 0.554133, 0.0204833
3626, 0.553409, 0.0187786
3629, 0.551692, 0.0132493
3632, 0.554373, 0.01678
3635, 0.555646, 0.018951
3638, 0.554036, 0.0184416
3641, 0.55527, 0.0142877
3644, 0.555532, 0.0144954
3647, 0.552703, 0.00843313
3650, 0.55168, 0.00409117
3653, 0.552256, 0.00199072
3656, 0.549882, 0.00254326
3659, 0.549149, 0
3662, 0.54987, 0
3665, 0.549259, 0.00144602
3668, 0.548694, 0.000881717
3671, 0.545234, 0.0069009
3674, 0.545293, 0.0149657
3677, 0.547538, 0.0133629
3680, 0.548953, 0.0120266
3683, 0.549842, 0.0109019
3686, 0.551198, 0.00440466
3689, 0.551571, 0.00400103
3692, 0.551367, 0.00523152
3695, 0.548314, 0.0129083
3698, 0.547479, 0.0273763
3701, 0.547914, 0.0336933
3704, 0.547797, 0.0337678
3707, 0.549498, 0.0376395
3710, 0.551731, 0.0338383
3713, 0.552303, 0.0327528
3716, 0.551947, 0.0328234
3719, 0.551857, 0.030335
3722, 0.546594, 0.0318554
3725, 0.549431, 0.0291398
3728, 0.550411, 0.0291241
3731, 0.550995, 0.0313029
3734, 0.550791, 0.0331565
3737, 0.550552, 0.0322591
3740, 0.551163, 0.0297668
3743, 0.551712, 0.03289
3746, 0.546351, 0.0254522
3749, 0.546139, 0.030143
3752, 0.547558, 0.0226542
3755, 0.547773, 0.0168584
3758, 0.548287, 0.00396968
3761, 0.549372, 0.00648944
3764, 0.549839, 0.0112742
3767, 0.5492, 0.0194879
3770, 0.544395, 0.0190999
3773, 0.548565, 0.019915
3776, 0.549987, 0.0309659
3779, 0.552182, 0.0276741
3782, 0.55505, 0.0263692
3785, 0.557629, 0.0236222
3788, 0.559353, 0.0170308
3791, 0.561077, 0.0182653
3794, 0.562281, 0.0354176
3797, 0.55701, 0.0378315
3800, 0.557915, 0.0434157
3803, 0.559675, 0.0472483
3806, 0.560521, 0.0515471
3809, 0.56027, 0.0521036
3812, 0.563045, 0.0509593
3815, 0.564738, 0.0449871
3818, 0.56875, 0.0304408
3821, 0.574703, 0.0212161
3824, 0.576333, 0.00607405
3827, 0.579096, 0.0106747
3830, 0.580585, 0.0098478
3833, 0.582031, 0.0135353
3836, 0.584523, 0.013841
3839, 0.586741, 0.0113173
3842, 0.58789, 0.0134452
3845, 0.583497, 0.0138959
3848, 0.587458, 0.0166703
3851, 0.588716, 0.0186728
3854, 0.588712, 0.0210672
3857, 0.588364, 0.0250603
3860, 0.585969, 0.0235556
3863, 0.585766, 0.0238769
3866, 0.586056, 0.0171641
3869, 0.587141, 0.0290771
3872, 0.585182, 0.0198406
3875, 0.584841, 0.0269139
3878, 0.584468, 0.0297864
3881, 0.586279, 0.0336228
3884, 0.58584, 0.028693
3887, 0.586812, 0.0245235
3890, 0.587094, 0.031107
3893, 0.587059, 0.0417699
3896, 0.580573, 0.047311
3899, 0.586632, 0.050442
3902, 0.588477, 0.0403474
3905, 0.589398, 0.0354372
3908, 0.591326, 0.0269923
3911, 0.591283, 0.0244294
3914, 0.590789, 0.021075
3917, 0.589245, 0.0190804
3920, 0.58441, 0.0199072
3923, 0.584527, 0.0142054
3926, 0.586671, 0.0170308
3929, 0.58553, 0.0224074
3932, 0.585789, 0.020013
3935, 0.587772, 0.0126183
3938, 0.58952, 0.0128221
3941, 0.590633, 0.0163725
3944, 0.589469, 0.0132493
3947, 0.580358, 0.00777086
3950, 0.582239, 0.00286852
3953, 0.583677, 0.00369145
3956, 0.584096, 0.00486316
3959, 0.585362, 0.016976
3962, 0.58653, 0.0220272
3965, 0.586671, 0.0163764
3968, 0.586608, 0.00818233
3971, 0.583622, 0.00358957
3974, 0.583019, 0.00476519
3977, 0.583414, 0.00530598
3980, 0.582505, 0.0162118
3983, 0.58046, 0.0202716
3986, 0.580726, 0.0209809
3989, 0.585052, 0.0128417
3992, 0.584527, 0.00281366
3995, 0.57948, 0.00442034
3998, 0.581502, 0.00201031
4001, 0.581106, 0.00166155
4004, 0.581768, 0.00122657
4007, 0.582768, 0.00052903
4010, 0.584476, 0.00182221
4013, 0.584551, 0.00212788
4016, 0.584978, 0.00520017
4019, 0.585468, 0.0159924
4022, 0.584563, 0.0173757
4025, 0.584794, 0.015385
4028, 0.585409, 0.0074221
4031, 0.585095, 0.0090327
4034, 0.586095, 0.0133316
4037, 0.58506, 0.0225602
4040, 0.585887, 0.0149813
4043, 0.585334, 0.00333485
4046, 0.579844, 0
4049, 0.580945, 0
4052, 0.581228, 0.0019437
4055, 0.581032, 0
4058, 0.583148, 0.000881717
4061, 0.582693, 0.000881717
4064, 0.582517, 0
4067, 0.582795, 0.00692833
4070, 0.581729, 0.000877798
4073, 0.580789, 0
4076, 0.580883, 0
4079, 0.581388, 0
4082, 0.581604, 0
4085, 0.583489, 0
4088, 0.583222, 0
4091, 0.583387, 0
4094, 0.583771, 0.00258637
4097, 0.577352, 0
4100, 0.579041, 0.00333093
4103, 0.580471, 0
4106, 0.582509, 0
4109, 0.583128, 0
4112, 0.585013, 0.00220625
4115, 0.583348, 0.00182221
4118, 0.584312, 0.00159493
4121, 0.581106, 0
4124, 0.581298, 0.00202599
4127, 0.581647, 0.00469857
4130, 0.580863, 0.00531773
4133, 0.580989, 0.00599959
4136, 0.580315, 0.0190686
4139, 0.576749, 0.0337795
4142, 0.578696, 0.0520213
4145, 0.56933, 0.0612382
4148, 0.573339, 0.0687817
4151, 0.576321, 0.0692912
4154, 0.57747, 0.0735744
4157, 0.58084, 0.0739075
4160, 0.583273, 0.0923569
4163, 0.583485, 0.109066
4166, 0.584594, 0.10059
4169, 0.593638, 0.127445
4172, 0.591777, 0.128684
4175, 0.596252, 0.0809534
4178, 0.603173, 0.0961424
4181, 0.610132, 0.0952176
4184, 0.611778, 0.100394
4187, 0.608533, 0.105054
4190, 0.608616, 0.0939597
4193, 0.609674, 0.0934228
4196, 0.604544, 0.0944495
4199, 0.610391, 0.113303
4202, 0.621928, 0.153865
4205, 0.625278, 0.192692
4208, 0.620164, 0.236053
4211, 0.619337, 0.269872
4214, 0.619091, 0.294262
4217, 0.611594, 0.305223
4220, 0.592463, 0.310427
4223, 0.582956, 0.291014
4226, 0.569491, 0.286174
4229, 0.552582, 0.293565
4232, 0.537757, 0.298592
4235, 0.530249, 0.313719
4238, 0.515836, 0.320459
4241, 0.489345, 0.331365
4244, 0.472487, 0.341424
4247, 0.45787, 0.354297
4250, 0.456612, 0.374973
4253, 0.457489, 0.3698
4256, 0.459872, 0.380623
4259, 0.472859, 0.384044
4262, 0.467228, 0.370348
4265, 0.468243, 0.352906
4268, 0.466616, 0.339484
4271, 0.465519, 0.328978
4274, 0.466459, 0.338419
4277, 0.463611, 0.353956
4280, 0.460237, 0.361371
4283, 0.453618, 0.350676
4286, 0.461792, 0.349971
4289, 0.465492, 0.356797
4292, 0.474654, 0.367582
4295, 0.470225, 0.367127
4298, 0.47684, 0.375012
4301, 0.482229, 0.380639
4304, 0.488491, 0.37585
4307, 0.48737, 0.377112
4310, 0.485599, 0.384436
4313, 0.487981, 0.375024
4316, 0.489662, 0.378566
4319, 0.472079, 0.368111
4322, 0.456016, 0.358134
4325, 0.45738, 0.356472
4328, 0.460323, 0.350347
4331, 0.4537, 0.357859
4334, 0.454366, 0.355853
4337, 0.453316, 0.353208
4340, 0.446968, 0.338097
4343, 0.447211, 0.345739
4346, 0.434071, 0.348549
4349, 0.445976, 0.33343
4352, 0.448069, 0.33863
4355, 0.457007, 0.337776
4358, 0.456337, 0.324037
4361, 0.455499, 0.326153
4364, 0.447908, 0.323002
4367, 0.448954, 0.33024
4370, 0.428205, 0.312398
4373, 0.423526, 0.308581
4376, 0.425042, 0.307551
4379, 0.425567, 0.312367
4382, 0.423788, 0.326502
4385, 0.40874, 0.327779
4388, 0.399183, 0.341765
4391, 0.392286, 0.339226
4394, 0.395989, 0.344062
4397, 0.385432, 0.341695
4400, 0.372806, 0.337901
4403, 0.363048, 0.364631
4406, 0.361567, 0.376089
4409, 0.36572, 0.380694
4412, 0.370121, 0.370725
4415, 0.372535, 0.367202
4418, 0.375239, 0.358275
4421, 0.353866, 0.349752
4424, 0.356554, 0.366238
4427, 0.353682, 0.382563
4430, 0.370975, 0.386737
4433, 0.383566, 0.39109
4436, 0.39825, 0.400703
4439, 0.405915, 0.400993
4442, 0.408392, 0.405978
4445, 0.39131, 0.395182
4448, 0.401381, 0.409728
4451, 0.407933, 0.41414
4454, 0.396087, 0.406076
4457, 0.387991, 0.401428
4460, 0.381235, 0.395123
4463, 0.376834, 0.377582
4466, 0.367946, 0.36708
4469, 0.363201, 0.353396
4472, 0.348803, 0.3345
4475, 0.337701, 0.300199
4478, 0.317163, 0.285617
4481, 0.300826, 0.269888
4484, 0.292938, 0.265538
4487, 0.28885, 0.248229
4490, 0.287428, 0.25221
4493, 0.298663, 0.23168
4496, 0.29666, 0.235971
4499, 0.333179, 0.262693
4502, 0.368119, 0.263367
4505, 0.392576, 0.276252
4508, 0.402866, 0.279524
4511, 0.420802, 0.28782
4514, 0.4323, 0.294074
4517, 0.461126, 0.294783
4520, 0.447873, 0.292581
4523, 0.46432, 0.310662
4526, 0.471009, 0.320933
4529, 0.470288, 0.331032
4532, 0.449969, 0.339618
4535, 0.431308, 0.343321
4538, 0.413733, 0.339555
4541, 0.410265, 0.348325
4544, 0.403944, 0.360293
4547, 0.390773, 0.366559
4550, 0.372915, 0.376176
4553, 0.371391, 0.386874
4556, 0.384448, 0.386654
4559, 0.392866, 0.396001
4562, 0.404293, 0.399018
4565, 0.408932, 0.390816
4568, 0.406593, 0.391412
4571, 0.394974, 0.385055
4574, 0.393344, 0.388731
4577, 0.388567, 0.385494
4580, 0.377998, 0.375482
4583, 0.371003, 0.350892
4586, 0.371434, 0.328163
4589, 0.368562, 0.33352
4592, 0.35909, 0.32408
4595, 0.333849, 0.311802
4598, 0.327109, 0.311085
4601, 0.326153, 0.310008
4604, 0.319569, 0.318884
4607, 0.319491, 0.311947
4610, 0.322971, 0.313844
4613, 0.313111, 0.286938
4616, 0.30846, 0.292264
4619, 0.307919, 0.282475
4622, 0.295696, 0.279371
4625, 0.294462, 0.280872
4628, 0.302492, 0.279304
4631, 0.305717, 0.294227
4634, 0.297797, 0.287784
4637, 0.295281, 0.284885
4640, 0.298091, 0.273638
4643, 0.310854, 0.278658
4646, 0.309251, 0.276448
4649, 0.294678, 0.271001
4652, 0.28521, 0.280021
4655, 0.28017, 0.288337
4658, 0.28731, 0.287632
4661, 0.282153, 0.280041
4664, 0.271671, 0.264491
4667, 0.248969, 0.241461
4670, 0.219516, 0.210581
4673, 0.200283, 0.191238
4676, 0.183863, 0.186034
4679, 0.172671, 0.17931
4682, 0.178448, 0.200624
4685, 0.193339, 0.218587
4688, 0.222514, 0.239843
4691, 0.236935, 0.24942
4694, 0.234094, 0.253394
4697, 0.22307, 0.248609
4700, 0.231899, 0.251771
4703, 0.23244, 0.252351
4706, 0.235826, 0.250478
4709, 0.233424, 0.256889
4712, 0.239764, 0.270789
4715, 0.264209, 0.295763
4718, 0.275817, 0.307374
4721, 0.283921, 0.304474
4724, 0.2905, 0.297871
4727, 0.29445, 0.294885
4730, 0.300575, 0.297511
4733, 0.30306, 0.284779
4736, 0.289591, 0.280797
4739, 0.27979, 0.280891
4742, 0.288247, 0.285441
4745, 0.286954, 0.280394
4748, 0.300693, 0.273023
4751, 0.282138, 0.263453
4754, 0.25609, 0.257281
4757, 0.23079, 0.234349
4760, 0.207556, 0.201564
4763, 0.19723, 0.191693
4766, 0.186885, 0.175932
4769, 0.166786, 0.145452
4772, 0.13843, 0.123389
4775, 0.116716, 0.0945435
4778, 0.090135, 0.0636521
4781, 0.0582129, 0.0393716
4784, 0.0363738, 0.0219175
4787, 0.0240846, 0.00196329
4790, 0.0107765, 0
4793, 0.00842137, 0
4796, 0.00885244, 0
4799, 0.00847232, 0
4802, 0.00847624, 0
4805, 0.00847624, 0
4808, 0.00848799, 0
4811, 0.00855069, 0
4814, 0.00860164, 0
4817, 0.0085938, 0
4820, 0.00870744, 0
4823, 0.00870744, 0
4826, 0.00883284, 0
4829, 0.00922472, 0
4832, 0.00912675, 0
4835, 0.0120305, 0.00555286
4838, 0.0121716, 0.00448304
4841, 0.0131552, 0.00367578
4844, 0.0130572, 0.00626999
4847, 0.013841, 0.0010659
4850, 0.0136921, 0.00545097
4853, 0.0140173, 0.004244
4856, 0.0140761, 0.00209261
4859, 0.0148207, 0.00697928
4862, 0.0145033, 0.00288027
4865, 0.0141623, 0.00593297
4868, 0.0131199, 0.00231206
4871, 0.013022, 0.00205342
4874, 0.0127555, 0.00394225
4877, 0.0126223, 0
4880, 0.0123127, 0.0043067
4883, 0.0120227, 0.00287636
4886, 0.0117797, 0.00159101
4889, 0.0117092, 0.00348376
4892, 0.0117954, 0.000646592
4895, 0.0119404, 0.00684996
4898, 0.0176226, 0.0122539
4901, 0.0230696, 0.0180027
4904, 0.0272431, 0.0249467
4907, 0.0265612, 0.0242962
4910, 0.0237005, 0.0200914
4913, 0.0205146, 0.014805
4916, 0.0193821, 0.0207693
4919, 0.0322081, 0.0339755
4922, 0.0359427, 0.0399124
4925, 0.0399829, 0.0524406
4928, 0.0589457, 0.0785159
4931, 0.0785041, 0.103482
4934, 0.0802284, 0.110599
4937, 0.0860791, 0.119961
4940, 0.0939205, 0.132806
4943, 0.115783, 0.137924
4946, 0.116242, 0.139303
4949, 0.113369, 0.137665
4952, 0.106539, 0.137093
4955, 0.110646, 0.129953
4958, 0.106257, 0.1082
4961, 0.0873448, 0.0821055
4964, 0.0720265, 0.0596158
4967, 0.0653528, 0.0616144
4970, 0.0622766, 0.0634483
4973, 0.0591338, 0.0751536
4976, 0.0592122, 0.08912
4979, 0.0713877, 0.106182
4982, 0.0825835, 0.122229
4985, 0.0914948, 0.1352
4988, 0.102279, 0.146439
4991, 0.10349, 0.156103
4994, 0.121575, 0.170399
4997, 0.117891, 0.161127
5000, 0.106582, 0.146851
5003, 0.111563, 0.140389
5006, 0.105465, 0.127794
5009, 0.0855579, 0.0947904
5012, 0.063562, 0.0653215
5015, 0.040077, 0.0429181
5018, 0.0282032, 0.0172111
5021, 0.0244725, 0.0162079
5024, 0.0163882, 0.0165253
5027, 0.0188766, 0.0197191
5030, 0.0211103, 0.0236849
5033, 0.0235595, 0.0268042
5036, 0.0260635, 0.0300959
5039, 0.028403, 0.0337521
5042, 0.0309267, 0.03916
5045, 0.0416327, 0.0517783
5048, 0.0569589, 0.0647219
5051, 0.0755416, 0.0716894
5054, 0.0841001, 0.0726025
5057, 0.0915026, 0.0771326
5060, 0.101883, 0.0876505
5063, 0.119322, 0.106535
5066, 0.130275, 0.138069
5069, 0.138034, 0.163956
5072, 0.164332, 0.174776
5075, 0.174721, 0.186908
5078, 0.181951, 0.196827
5081, 0.177225, 0.189624
5084, 0.170316, 0.182159
5087, 0.166394, 0.184063
5090, 0.15035, 0.168906
5093, 0.14111, 0.171723
5096, 0.129507, 0.149429
5099, 0.103141, 0.11632
5102, 0.0851582, 0.0871136
5105, 0.0693069, 0.0587772
5108, 0.0666891, 0.0565945
5111, 0.0566376, 0.0427809
5114, 0.0486551, 0.0239043
5117, 0.0362719, 0
5120, 0.0164861, 0
5123, 0.0087819, 0
5126, 0.00879757, 0.00283325
5129, 0.0135118, 0.00987131
5132, 0.0169172, 0.0144641
5135, 0.0153458, 0.0106864
5138, 0.0125988, 0.00413427
5141, 0.00966753, 0.00056038
5144, 0.00895432, 0
5147, 0.00894649, 0
5150, 0.00894649, 0
5153, 0.00902486, 0
5156, 0.0090954, 0
5159, 0.0093266, 0
5162, 0.00913459, 0
5165, 0.0091385, 0
5168, 0.00908364, 0
5171, 0.00907972, 0
5174, 0.00907972, 0
5177, 0.00907972, 0
5180, 0.00907972, 0
5183, 0.00907972, 0
5186, 0.0090131, 0
5189, 0.0090131, 0
5192, 0.00889946, 0
5195, 0.00921296, 0
5198, 0.00899351, 0
5201, 0.00899351, 0
5204, 0.00898567, 0
5207, 0.00876622, 0
5210, 0.00876622, 0
5213, 0.0087623, 0
5216, 0.00882501, 0
5219, 0.00882501, 0
5222, 0.00892297, 0
5225, 0.00891905, 0
5228, 0.00891905, 0
5231, 0.00894257, 0
5234, 0.00894649, 0
5237, 0.00875447, 0
5240, 0.00875447, 0
5243, 0.00875447, 0
5246, 0.0090758, 0
5249, 0.0090758, 0
5252, 0.00899351, 0
5255, 0.00899351, 0
5258, 0.0191431, 0.0124498
5261, 0.0355587, 0.025946
5264, 0.0460178, 0.0377649
5267, 0.0515981, 0.0446227
5270, 0.0566493, 0.0478517
5273, 0.0607209, 0.0540003
5276, 0.0662777, 0.0560302
5279, 0.0699299, 0.0593533
5282, 0.0757963, 0.0664618
5285, 0.0841706, 0.0754828
5288, 0.0991559, 0.095488
5291, 0.121806, 0.118181
5294, 0.138214, 0.140534
5297, 0.148861, 0.148795
5300, 0.16447, 0.160833
5303, 0.174882, 0.16434
5306, 0.184698, 0.167985
5309, 0.190251, 0.161476
5312, 0.19578, 0.150198
5315, 0.193386, 0.123323
5318, 0.190286, 0.0903936
5321, 0.183334, 0.0852013
5324, 0.17949, 0.0778811
5327, 0.182135, 0.0769366
5330, 0.190251, 0.0795113
5333, 0.193809, 0.0863573
5336, 0.195212, 0.0830224
5339, 0.197038, 0.079813
5342, 0.201431, 0.0779046
5345, 0.202842, 0.0772031
5348, 0.206749, 0.0727357
5351, 0.215178, 0.0862397
5354, 0.229058, 0.0962247
5357, 0.244694, 0.10427
5360, 0.252771, 0.109403
5363, 0.260675, 0.0982781
5366, 0.264778, 0.0984466
5369, 0.272776, 0.114749
5372, 0.275033, 0.106029
5375, 0.278101, 0.110234
5378, 0.284101, 0.113169
5381, 0.284661, 0.112366
5384, 0.29362, 0.122849
5387, 0.312049, 0.133547
5390, 0.330146, 0.144069
5393, 0.341616, 0.153971
5396, 0.337235, 0.142909
5399, 0.338093, 0.123107
5402, 0.335613, 0.113032
5405, 0.335205, 0.100821
5408, 0.332399, 0.092255
5411, 0.335562, 0.0876505
5414, 0.336737, 0.0932621
5417, 0.346072, 0.102514
5420, 0.353298, 0.106958
5423, 0.360512, 0.11489
5426, 0.367523, 0.107585
5429, 0.374248, 0.110579
5432, 0.378836, 0.126834
5435, 0.388163, 0.146835
5438, 0.40222, 0.153662
