0,0.0632289
1,0.0653176
2,0.0715288
3,0.0764272
4,0.0794525
5,0.0844802
6,0.085554
7,0.0875368
8,0.089508
9,0.0918906
10,0.0921218
11,0.0934385
12,0.0942026
13,0.09481
14,0.0952058
15,0.0964559
16,0.0968517
17,0.0982859
18,0.0974277
19,0.0982193
20,0.100473
21,0.102503
22,0.1038
23,0.106355
24,0.107765
25,0.108965
26,0.111034
27,0.113385
28,0.113922
29,0.114145
30,0.115031
31,0.116296
32,0.117182
33,0.117068
34,0.117695
35,0.119518
36,0.119118
37,0.119345
38,0.118609
39,0.118072
40,0.118244
41,0.118949
42,0.118448
43,0.112695
44,0.112754
45,0.11505
46,0.116065
47,0.116191
48,0.118487
49,0.119412
50,0.123707
51,0.129138
52,0.131791
53,0.135632
54,0.141764
55,0.142866
56,0.145342
57,0.148113
58,0.148944
59,0.14803
60,0.146984
61,0.14624
62,0.147113
63,0.14573
64,0.145424
65,0.143583
66,0.142141
67,0.141878
68,0.132485
69,0.132199
70,0.132618
71,0.131795
72,0.132367
73,0.132865
74,0.13417
75,0.135831
76,0.136509
77,0.138296
78,0.140248
79,0.142709
80,0.146577
81,0.151459
82,0.15412
83,0.158219
84,0.162761
85,0.164791
86,0.169
87,0.172593
88,0.174345
89,0.177464
90,0.179929
91,0.18067
92,0.18295
93,0.173534
94,0.175516
95,0.176347
96,0.178918
97,0.180983
98,0.182837
99,0.183879
100,0.184874
101,0.185498
102,0.181402
103,0.180027
104,0.178898
105,0.179937
106,0.180184
107,0.180971
108,0.181387
109,0.183538
110,0.185854
111,0.187484
112,0.187704
113,0.189573
114,0.191623
115,0.192046
116,0.192449
117,0.193942
118,0.191607
119,0.192547
120,0.192332
121,0.193229
122,0.193504
123,0.194154
124,0.193515
125,0.192347
126,0.193202
127,0.19484
128,0.196831
129,0.197305
130,0.197171
131,0.197465
132,0.199797
133,0.200718
134,0.203218
135,0.201553
136,0.202713
137,0.202321
138,0.202709
139,0.203508
140,0.204053
141,0.203226
142,0.204707
143,0.195949
144,0.196133
145,0.198567
146,0.20093
147,0.202818
148,0.202619
149,0.203112
150,0.202066
151,0.203124
152,0.20305
153,0.202144
154,0.202716
155,0.19986
156,0.19957
157,0.198927
158,0.197955
159,0.197297
160,0.198414
161,0.197222
162,0.196117
163,0.194644
164,0.194922
165,0.194389
166,0.193496
167,0.193398
168,0.182645
169,0.184659
170,0.183546
171,0.183867
172,0.183722
173,0.183178
174,0.182225
175,0.183229
176,0.182167
177,0.182272
178,0.182316
179,0.18286
180,0.183742
181,0.184808
182,0.184541
183,0.184835
184,0.184318
185,0.184353
186,0.183225
187,0.183428
188,0.183922
189,0.183534
190,0.183805
191,0.183444
192,0.18373
193,0.174286
194,0.177245
195,0.178561
196,0.178557
197,0.178749
198,0.17931
199,0.179463
200,0.180145
201,0.181179
202,0.181955
203,0.182539
204,0.182813
205,0.182864
206,0.182535
207,0.182413
208,0.182813
209,0.183797
210,0.184612
211,0.185294
212,0.185247
213,0.184886
214,0.184173
215,0.183229
216,0.183209
217,0.183648
218,0.177711
219,0.178448
220,0.179306
221,0.178851
222,0.180223
223,0.180838
224,0.180211
225,0.180544
226,0.181359
227,0.181461
228,0.181512
229,0.18228
230,0.182621
231,0.184126
232,0.184581
233,0.185607
234,0.185325
235,0.18578
236,0.184365
237,0.183232
238,0.181665
239,0.180646
240,0.182347
241,0.182527
242,0.183072
243,0.174623
244,0.175787
245,0.176449
246,0.178456
247,0.178463
248,0.178044
249,0.178714
250,0.178628
251,0.17864
252,0.178385
253,0.178695
254,0.179498
255,0.179506
256,0.179745
257,0.17958
258,0.180364
259,0.181136
260,0.181884
261,0.182186
262,0.182296
263,0.182899
264,0.182241
265,0.182492
266,0.182033
267,0.181943
268,0.175105
269,0.174737
270,0.174831
271,0.175242
272,0.175893
273,0.178448
274,0.180721
275,0.182821
276,0.184918
277,0.185639
278,0.188307
279,0.19205
280,0.193445
281,0.196885
282,0.199597
283,0.200545
284,0.201894
285,0.203124
286,0.203003
287,0.203645
288,0.202434
289,0.202591
290,0.202901
291,0.202297
292,0.202305
293,0.195937
294,0.196286
295,0.196729
296,0.195592
297,0.194855
298,0.19475
299,0.194232
300,0.19241
301,0.192148
302,0.190945
303,0.191113
304,0.191293
305,0.190251
306,0.18951
307,0.188538
308,0.188053
309,0.188139
310,0.187986
311,0.188832
312,0.190008
313,0.190325
314,0.190956
315,0.189847
316,0.189597
317,0.187955
318,0.179753
319,0.179992
320,0.179561
321,0.179976
322,0.180003
323,0.178808
324,0.17893
325,0.178318
326,0.17842
327,0.178565
328,0.179224
329,0.179608
330,0.179678
331,0.179808
332,0.180031
333,0.179412
334,0.179557
335,0.179506
336,0.179902
337,0.180595
338,0.182037
339,0.184682
340,0.185858
341,0.186822
342,0.188303
343,0.179992
344,0.181101
345,0.182057
346,0.182821
347,0.182174
348,0.181724
349,0.181571
350,0.180901
351,0.179694
352,0.17949
353,0.179929
354,0.18152
355,0.181516
356,0.180944
357,0.181269
358,0.181736
359,0.181779
360,0.181704
361,0.181928
362,0.18246
363,0.182727
364,0.182801
365,0.182817
366,0.182794
367,0.182653
368,0.178648
369,0.179596
370,0.180203
371,0.180133
372,0.180333
373,0.180305
374,0.181348
375,0.181975
376,0.182927
377,0.183025
378,0.182798
379,0.184044
380,0.185494
381,0.1873
382,0.18817
383,0.189036
384,0.189887
385,0.190165
386,0.190255
387,0.190431
388,0.190372
389,0.191395
390,0.191191
391,0.191869
392,0.192398
393,0.190184
394,0.189992
395,0.191936
396,0.193543
397,0.194005
398,0.195196
399,0.198382
400,0.200259
401,0.204413
402,0.207717
403,0.209786
404,0.213348
405,0.218278
406,0.221154
407,0.226323
408,0.230888
409,0.233596
410,0.235101
411,0.238553
412,0.240752
413,0.243824
414,0.246794
415,0.246869
416,0.249679
417,0.250803
418,0.238122
419,0.242123
420,0.248593
421,0.252069
422,0.259421
423,0.269421
424,0.27296
425,0.278666
426,0.284677
427,0.288051
428,0.292691
429,0.29793
430,0.299897
431,0.305301
432,0.308801
433,0.310439
434,0.314017
435,0.315917
436,0.316909
437,0.315619
438,0.313268
439,0.312594
440,0.314075
441,0.314291
442,0.313997
443,0.295383
444,0.2996
445,0.30217
446,0.306449
447,0.309381
448,0.312461
449,0.313656
450,0.315251
451,0.317061
452,0.318249
453,0.321196
454,0.322845
455,0.325738
456,0.329425
457,0.330824
458,0.331063
459,0.334288
460,0.336365
461,0.338105
462,0.337513
463,0.339206
464,0.341271
465,0.340519
466,0.341315
467,0.342137
468,0.328343
469,0.330499
470,0.331506
471,0.334061
472,0.335378
473,0.338403
474,0.338873
475,0.339488
476,0.340644
477,0.341119
478,0.342917
479,0.346401
480,0.344477
481,0.343627
482,0.346417
483,0.348494
484,0.348333
485,0.349857
486,0.35108
487,0.349089
488,0.3503
489,0.350821
490,0.349783
491,0.35108
492,0.352608
493,0.340997
494,0.340789
495,0.344665
496,0.345872
497,0.352189
498,0.357354
499,0.358169
500,0.361633
501,0.367253
502,0.370936
503,0.374816
504,0.379554
505,0.383535
506,0.388394
507,0.391086
508,0.394116
509,0.396208
510,0.399253
511,0.401201
512,0.403767
513,0.405919
514,0.407161
515,0.410911
516,0.41262
517,0.415504
518,0.405292
519,0.410182
520,0.414646
521,0.416833
522,0.420218
523,0.422883
524,0.42507
525,0.425599
526,0.428181
527,0.429435
528,0.431132
529,0.430681
530,0.431794
531,0.430909
532,0.434102
533,0.433993
534,0.436101
535,0.437206
536,0.437606
537,0.438527
538,0.438683
539,0.440725
540,0.442351
541,0.443649
542,0.445432
543,0.428252
544,0.429874
545,0.430936
546,0.431928
547,0.433417
548,0.432915
549,0.435043
550,0.436148
551,0.436607
552,0.436771
553,0.437763
554,0.440067
555,0.440419
556,0.440733
557,0.439742
558,0.438789
559,0.437915
560,0.435239
561,0.434522
562,0.43344
563,0.430956
564,0.429588
565,0.430709
566,0.432335
567,0.435548
568,0.414215
569,0.41833
570,0.420939
571,0.422452
572,0.426057
573,0.429733
574,0.434247
575,0.436089
576,0.439314
577,0.44308
578,0.445404
579,0.450577
580,0.453598
581,0.455757
582,0.460072
583,0.461114
584,0.462074
585,0.464947
586,0.465962
587,0.467796
588,0.470935
589,0.472232
590,0.473744
591,0.475214
592,0.475527
593,0.461675
594,0.462423
595,0.465582
596,0.468564
597,0.471009
598,0.475328
599,0.477671
600,0.48034
601,0.48137
602,0.483596
603,0.485458
604,0.487605
605,0.490066
606,0.493656
607,0.496046
608,0.499201
609,0.500733
610,0.501861
611,0.504087
612,0.506779
613,0.509233
614,0.51252
615,0.514178
616,0.51609
617,0.517924
618,0.508696
619,0.510216
620,0.513904
621,0.516514
622,0.518712
623,0.522266
624,0.523881
625,0.526103
626,0.528728
627,0.53019
628,0.531193
629,0.532933
630,0.53345
631,0.534438
632,0.535339
633,0.536135
634,0.537114
635,0.537726
636,0.538204
637,0.539325
638,0.538055
639,0.538502
640,0.539309
641,0.540496
642,0.541848
643,0.53229
644,0.533262
645,0.534477
646,0.537146
647,0.539564
648,0.543075
649,0.544474
650,0.546406
651,0.547483
652,0.54695
653,0.54737
654,0.547084
655,0.547538
656,0.547981
657,0.548683
658,0.549737
659,0.550959
660,0.552742
661,0.553279
662,0.55487
663,0.556544
664,0.557715
665,0.558762
666,0.559733
667,0.560533
668,0.547495
669,0.54833
670,0.551261
671,0.551735
672,0.552519
673,0.553699
674,0.553706
675,0.554408
676,0.555532
677,0.556132
678,0.557837
679,0.558072
680,0.558064
681,0.559565
682,0.559843
683,0.560737
684,0.561262
685,0.561175
686,0.561418
687,0.561336
688,0.562453
689,0.562621
690,0.563068
691,0.562806
692,0.563691
693,0.548565
694,0.55123
695,0.552119
696,0.553969
697,0.555838
698,0.555964
699,0.55779
700,0.558013
701,0.55884
702,0.558499
703,0.559122
704,0.559012
705,0.560419
706,0.559992
707,0.561364
708,0.560282
709,0.560987
710,0.561454
711,0.562806
712,0.563256
713,0.56299
714,0.563652
715,0.563879
716,0.565032
717,0.564361
718,0.54398
719,0.544952
720,0.546825
721,0.548295
722,0.548471
723,0.550042
724,0.550544
725,0.551767
726,0.551645
727,0.552264
728,0.553381
729,0.553267
730,0.553436
731,0.553444
732,0.553314
733,0.553608
734,0.553107
735,0.55246
736,0.552256
737,0.551998
738,0.552687
739,0.552554
740,0.552441
