2.59743e-07,47.6544,1
2.5974e-07,40.603,2
6.6632e-05,47.424,3
0.00010222,50.392,4
0.00011646,48.034,5
0.00012499,45.466,6
0.00016017,43.562,7
0.00050033,42.031,8
