2.59208e-07,65.4998,1
0.0023958,44.779,2
0.0034432,35.083,3
0.0050846,32.804,4
0.006129,29.348,5
0.0074587,27.813,6
0.0088508,27.138,7
0.010101,24.98,8
0.010714,25.184,9
0.011658,25.22,10
