2.59349e-07,45.0573,1
2.5935e-07,40.256,2
6.2138e-06,47.989,3
7.0714e-05,47.998,5
0.00020216,46.122,6
0.00040042,40.554,10
0.00050387,38.84,12
0.0005155,38.576,14
0.00057791,38.264,16
0.00058581,37.351,20
